_title_norm,title,num_editions,edition_list
robotics technology and flexible automation,Robotics Technology and flexible automation,1,['1st ed.']
robotics: control sensing vision & intelligence,Robotics: control sensing vision & intelligence,1,['8th ed.']
robotics: fund. concepts & analysis,Robotics: fund. concepts & analysis,1,['2nd']
security in computer,Security in Computer,1,['3rd']
selected topics in photobiology,Selected topics in photobiology,1,['1st']
selected works of leo tolstoy,Selected Works of Leo Tolstoy,1,['']
selling and negotiation skills,Selling and negotiation skills,1,['1st ed.']
semiconductor device fundamentals,Semiconductor Device Fundamentals,1,['1st']
semiconductor devices,Semiconductor Devices,1,['1st']
semiconductor devices : basic principles,Semiconductor Devices : Basic Principles,1,['1st']
semiconductor devices : physics and technology,Semiconductor Devices : Physics and Technology,1,['2nd']
semiconductor devices: modelling and technology,Semiconductor devices: Modelling and technology,1,['1st ed.']
semiconductor optoelectronic devices,Semiconductor Optoelectronic Devices,1,['2nd']
semiconductor optoelectronics devices,Semiconductor Optoelectronics Devices,1,['2nd.']
semiconductor physics & devices,Semiconductor Physics & Devices,1,['3rd']
semiconductor physics and devices,Semiconductor physics and devices,1,['1st ed.']
semicondutor physics and devices,Semicondutor physics and devices,1,['4th ed.']
service marketing                                                                                                                                                                                                                                                                                        service marketing: people technology strategy,Service Marketing                                                                                                                                                                                                                                                                                        Service Marketing: People Technology Strategy,1,['5th']
services marketing: integrating customer focus across the firm,Services Marketing: Integrating Customer Focus Across the Firm,1,['3rd']
sewage disposal and air pollution engineering,Sewage Disposal and Air Pollution Engineering,1,['22nd ed.']
shadow lines,Shadow Lines,1,['1st ed.']
"shadow of the crescent moon: superb,defiant,elegant, bhutto writes of an extraordinary place where  beauty lives alongside brutality - times","Shadow of the crescent moon: Superb,defiant,elegant, bhutto writes of an extraordinary place where  beauty lives alongside brutality - times",1,['1st ed.']
shahid bhagat singh: ek najadiki drishtrikon,Shahid Bhagat Singh: Ek Najadiki Drishtrikon,1,['1st ed.']
short calculus,Short calculus,1,['1st ed.']
short course of economics,Short Course of Economics,1,['1st ed.']
si edition ; engineering mechanics dynamics,SI Edition ; Engineering Mechanics Dynamics,1,['sied']
si edition engineering mechanics statics,SI Edition Engineering Mechanics statics,1,['1st']
signal processing advances in wireless & mobile ..,Signal Processing Advances in Wireless & Mobile ..,1,['1st']
signaling in telecommunication networks,Signaling in Telecommunication Networks,1,['1st ed.']
signals and sysems,Signals and Sysems,1,['1st']
secure coding: principles and practices,Secure coding: principles and practices,1,['1st ed.']
second  shepherds play every man and others early play,Second  shepherds play every man and others early play,1,['']
sea of poppies,Sea of poppies,1,['1st ed.']
sap r/3 ale & edi technology,SAP R/3 ALE & EDI Technology,1,['1st ed.']
"robotics: modelling, planning and control","Robotics: modelling, planning and control",1,['1st ed.']
roget's international thesaurus,Roget's International Thesaurus,1,['3rd']
rolling bearing analysis,Rolling Bearing Analysis,1,['4th']
roman srories,Roman srories,1,['']
romantic poems,Romantic poems,1,['']
room on the roof,Room on the Roof,1,['1st ed.']
rs-232 solution,RS-232 solution,1,['2nd ed.']
ruby programming: the well grounded rubyist,Ruby Programming: the well grounded rubyist,1,['1st ed.']
rules of games & sports,Rules of Games & Sports,1,['1st ed.']
rutley's elements of mineralogy,Rutley's Elements of Mineralogy,1,['27th']
"sale of goods act,1930","Sale of goods act,1930",1,['1st ed.']
sams teach yourself cobol in 24 days,SAMS Teach Yourself Cobol in 24 days,1,['1st']
sap r/3 certifications exam guide,SAP R/3 Certifications Exam Guide,1,['1st ed.']
scientific and technical education in india,Scientific and Technical Education in India,1,['1st']
sap: project management,SAP: Project Management,1,['1st ed.']
sapr/3 handbook,SAPR/3 Handbook,1,['3rd']
satellite communication systems : design principle,Satellite Communication Systems : Design Principle,1,['2nd']
satellite communications: mcgraw hill telecom engineering series,Satellite Communications: McGraw Hill Telecom Engineering Series,1,['3rd']
schaum's basic mathematics,Schaum's basic mathematics,1,['1st ed.']
schaum's solved--physics,Schaum's solved--physics,1,['1st ed.']
schaums outline theory and problems --mechanics,Schaums outline theory and problems --mechanics,1,['1st ed.']
schoum's outline set theory ...topics,Schoum's Outline Set Theory ...Topics,1,['2nd ed.']
science and technology of fibrous composites,Science and technology of fibrous composites,1,['1st ed.']
science of electronics analog devices,Science of Electronics Analog Devices,1,['1st ed.']
science of engineering materials,Science of Engineering Materials,1,['2nd']
scientific  inventory  management,Scientific  inventory  management,1,['']
problems and solutions in higher engineering  mathematics vol. 1,Problems and solutions in higher engineering  mathematics Vol. 1,1,['1st ed.']
integrated risk management,Integrated Risk Management,1,['1st']
java server pages,Java Server Pages,1,['3rd rep.']
"concrete mix proportioning:: guidelines, is-10262-09","Concrete mix proportioning:: guidelines, IS-10262-09",1,['1st ed.']
computers and commonsence,Computers and Commonsence,1,['4th']
computers and commonsense,Computers and commonsense,1,['1st ed.']
computers networks8177581651,Computers Networks8177581651,1,['4th']
computing concepts with c++,Computing Concepts With C++,1,['1st']
concept of modern physics,Concept of modern physics,1,['1st ed.']
concepts in biology,Concepts in biology,1,['1st ed.']
concepts in biotechnology,Concepts in biotechnology,1,['1st ed.']
concepts of physics,Concepts of physics,1,['1st ed.']
concepts of physics part -i,Concepts of Physics Part -I,1,['rev ed']
concepts of physics vol. 1,Concepts of physics Vol. 1,1,['1st ed.']
concepts of physics vol. 2,Concepts of physics Vol. 2,1,['1st ed.']
concepts of physics: n,Concepts of physics: n,1,['2nd']
concise organic chemistry,Concise Organic Chemistry,1,['5th']
concurrent engineering in product design & develop,Concurrent Engineering in Product Design & Develop,1,['1st']
earthquake resistant design and risk reduction,Earthquake Resistant Design and Risk Reduction,1,['2nd ed.']
concurrent engineering in product design and development,Concurrent Engineering in Product Design and Development,1,['1st']
condensed matter physics liquid and solid states,Condensed Matter Physics Liquid and Solid States,1,['1st ed.']
confusing words,Confusing Words,1,['1st']
conscious living,Conscious living,1,['1st ed.']
construction management fundamentals,Construction management fundamentals,1,['1st ed.']
construction planning &management,Construction Planning &management,1,['1st ed.']
construction planning equipment & methods,Construction planning equipment & methods,1,['7th']
construction planning equipment and its management,Construction Planning Equipment and its Management,1,['1st ed.']
"construction planning, equipment and methods","Construction planning, equipment and methods",1,['1st ed.']
construction project management: planning ccheduling & controlling,Construction Project Management: Planning Ccheduling & Controlling,1,['20th']
construction technology,Construction technology,1,['1st ed.']
"consumer behaviour : buying, hairing and being","Consumer Behaviour : Buying, hairing and Being",1,['8th']
consumer protection act 1986,Consumer protection act 1986,1,['1st ed.']
computerised business application,Computerised Business Application,1,['1st']
computer-based industrial control,Computer-Based Industrial Control,1,['3rd pri.']
computer vision ; a modern approach,Computer Vision ; A Modern Approach,1,['1st']
computer vision,Computer vision,1,['2nd']
computer architecture: a quantative approach,Computer architecture: a quantative approach,1,['1st ed.']
computer architecture: piplined and parallel processor design,Computer Architecture: piplined and parallel processor design,1,['1st ed.']
computer fundamantls & programming in c,Computer Fundamantls & Programming in C,1,['4th']
"computer fundamentals: concepts, systems & applica","Computer Fundamentals: Concepts, Systems & Applica",1,['3rd']
computer graphics : a programming approach,Computer Graphics : A Programming Approach,1,['2nd']
computer graphics c version,Computer Graphics C Version,1,['2nd']
computer graphics with open gl,Computer graphics with open GL,1,['1st ed.']
"computer graphics, principles and practice","Computer Graphics, Principles and Practice",1,['1st ed.']
