_title_norm,title,num_editions,edition_list
programming in c & c++,Programming in C & C++,1,['4th ed.']
programming in c++,Programming in c++,1,['1st ed.']
programming in prolog,Programming in Prolog,1,['3rd']
process/industrial instruments & control handbook,Process/Industrial Instruments & Control Handbook,1,['5th']
process systems analysis and control,Process Systems Analysis and Control,1,['2nd']
programming language concepts,Programming Language Concepts,1,['3rd']
process systems analysis & control,Process Systems Analysis & Control,1,['2nd ed.']
"probability and statistics with reliability, queuing and computer science application","Probability and statistics with reliability, queuing and computer science application",1,['1st ed.']
probability statistics & random process,Probability Statistics & Random Process,1,['2nd ed.']
probability statistics &random process,Probability Statistics &Random Process,1,['3rd ed.']
"probability theory: independence, interchangeability, martingales","Probability theory: Independence, Interchangeability, Martingales",1,['3rd ed.']
probability through problems,Probability through Problems,1,['1st ed.']
"probability, random variables & stochastic  processes","Probability, Random Variables & Stochastic  Processes",1,['4th ed.']
"probability, random variables and random signal principles","Probability, random variables and random signal principles",1,['4th ed.']
"probability, statistics and random process","Probability, statistics and random process",1,['3rd ed.']
probablity  random variables & stochastic process,Probablity  Random Variables & Stochastic Process,1,['4th ed.']
probablity & statistics for engineering,Probablity & Statistics for Engineering,1,['5th ed.']
probablity and statistics with ..... comp.sc.,Probablity and Statistics with ..... Comp.Sc.,1,['15th pri.']
"probablity, random variables & stochastic processes","Probablity, Random Variables & Stochastic Processes",1,['4th ed.']
problem solving and programming concepts,Problem solving and programming concepts,1,['1st ed.']
problem solving with c++ : the object programming,Problem Solving With C++ : The Object Programming,1,['4th']
problems and solutions in engineering circuit analysis,Problems and solutions in engineering circuit analysis,1,['1st ed.']
java tutorial: a short course on the basics,JAVA tutorial: A short course on the basics,1,['1st ed.']
problems and solutions in higher engineering  mathematics vol. 2,Problems and solutions in higher engineering  mathematics Vol. 2,1,['1st ed.']
problems and solutions of control systems,Problems and Solutions of Control Systems,1,['3rd']
problems in general physics,Problems in General Physics,1,['1st']
proceddings of international conference on recent trends in mechanical engineering,Proceddings of international conference on recent trends in mechanical engineering,1,['1st ed.']
process and ---manufacturing,Process and ---manufacturing,1,['4th ed.']
process control,Process Control,1,['1st rep.']
process control instrumentaion technology,Process Control Instrumentaion Technology,1,['7th ed.']
process control principles and application,Process control principles and application,1,['1st ed.']
process control systems & instrumentation,Process Control Systems & Instrumentation,1,['1st rep.']
"process control: concepts, dynamics and applications","Process Control: Concepts, Dynamics and Applications",1,['1st ed.']
"process modeling, simulation and control for chem.","Process Modeling, Simulation and Control for Chem.",1,['2nd ed.']
programming language,Programming Language,1,['2nd ed.']
programming languages : principles and paradigms,Programming Languages : Principles and Paradigms,1,['1st ed.']
probability and statistics for engineers and scientists,Probability and Statistics for Engineers and Scientists,1,['1st ed.']
pure mathematics 1,Pure Mathematics 1,1,['1st ed.']
puzzles to puzzle you,Puzzles to Puzzle you,1,['1st ed.']
pygmalion: a romance in five acts,Pygmalion: A romance in five acts,1,['1st ed.']
python cookbook,Python cookbook,1,['1st ed.']
python for r users : data science approach,Python for R users : data science approach,1,['1st ed.']
quality circles : from introd. to integration,Quality Circles : From Introd. to Integration,1,['1st']
quality control and applications,Quality Control and Applications,1,['1st ed.']
quality software project management,Quality software project management,1,['1st ed.']
quantitative analysis for management,Quantitative analysis for management,1,['10th ed.']
quantitative aptitude for competitive exam.,Quantitative Aptitude for Competitive Exam.,1,['2nd ed.']
quantitative aptitude for competitive examinations,Quantitative Aptitude for Competitive Examinations,1,['1st ed.']
"quantitative aptitude for competitive exams: for mba entrance, cat, mat, gnat etc.","Quantitative aptitude for competitive exams: for MBA entrance, CAT, MAT, GNAT etc.",1,['1st ed.']
quantitative methods 4th,Quantitative Methods 4th,1,['4th ed.']
quantitatives aptitude & reasoning,Quantitatives Aptitude & Reasoning,1,['']
quantitave techniques in management,Quantitave Techniques in Management,1,['2nd ed.']
quantum  machine learning  with python,Quantum  machine learning  with python,1,['']
quantum computing & artificial intelligence,Quantum Computing & Artificial Intelligence,1,['']
quantum mechanics,Quantum mechanics,1,['1st ed.']
quantum mechanics: non-relativistic thory,Quantum Mechanics: non-relativistic thory,1,['1st ed.']
quantum nation,Quantum Nation,1,['']
queer studies,QUEER STUDIES,1,['']
queing theory & telecommunication:networks & applications,Queing Theory & Telecommunication:Networks & Applications,1,['1st rep.']
question bank electronic engg.,Question bank Electronic Engg.,1,['1st']
question bank in chemical engineering,Question Bank in Chemical Engineering,1,['1st ed.']
question bank of mechanical engg.,Question bank of mechanical engg.,1,['1st']
r date visualization cookbook,R Date visualization cookbook,1,['1st ed.']
"r for data science: import, tidy, transform, visualize and model data","R for Data Science: import, tidy, transform, visualize and model data",1,['1st ed.']
r graphics cookbook,R Graphics cookbook,1,['1st ed.']
pure mathematics 2 and 3,Pure Mathematics 2 and 3,1,['1st ed.']
"pulse, digits and switching waveforms","Pulse, Digits and Switching Waveforms",1,['13th rep.']
programming microsoft visual c++,Programming Microsoft visual C++,1,['1st ed.']
pulse & digital circuits,Pulse & Digital Circuits,1,['1st ed.']
programming microsoft visual c++6,Programming Microsoft Visual C++6,1,['1st ed.']
programming php,Programming PHP,1,['1st ed.']
programming python,Programming python,1,['1st ed.']
programming visual c++,Programming Visual C++,1,['5th ed.']
programming web service with soap,Programming web service with SOAP,1,['1st ed.']
programming web services with soap,Programming web services with soap,1,['1st']
programming windows 3.1,Programming Windows 3.1,1,['1st ed.']
programming with fortran 77,Programming with fortran 77,1,['1st ed.']
progrmming in c,Progrmming in C,1,['1st ed.']
project management: the managerial process,Project Management: the managerial process,1,['1st ed.']
project planning analysis selection financing: implementation & review,Project Planning Analysis Selection Financing: Implementation & Review,1,['6th ed.']
project planning analysis selection: financing implementation & review,Project Planning Analysis Selection: Financing Implementation & Review,1,['6th']
project planning and control: pert & cpm,Project Planning and Control: PERT & CPM,1,['4th']
project planning and control: pert and cpm,Project Planning and Control: PERT and CPM,1,['4th rep']
project research in information systems,Project research in information systems,1,['1st ed.']
project using c: with concepts and algorithms,Project using C: with concepts and algorithms,1,['reprint.']
projects in fem using matlab,Projects in FEM using MATLAB,1,['1st ed.']
prolog : programming for artificial intelligence,PROLOG : Programming for Artificial Intelligence,1,['3rd ed.']
prolog: programming for artificial intelligence,PROLOG: programming for artificial intelligence,1,['3rd ed.']
properties of concrete,Properties of Concrete,1,['1st ed.']
"properties of materials : anisotropy, symmetry, structure","Properties of materials : Anisotropy, symmetry, structure",1,['1st ed.']
prospective of modern physics,Prospective of Modern Physics,1,['1st']
protocols and architecture: for wireless sensor networks,Protocols and architecture: for wireless sensor networks,1,['wiley student edition']
psycho analytic,Psycho analytic,1,['']
psychological contracts in organizations,Psychological Contracts in Organizations,1,['1st']
public finance,Public Finance,1,['1st']
publishing journal articles,Publishing journal articles,1,['1st ed.']
probability and statistics for engineers: miller & freund's,Probability and Statistics for Engineers: Miller & Freund's,1,['6th']
probability and statistics,Probability and statistics,1,['9th ed.']
structural design and drawing: reinforced concrete and steel,Structural design and drawing: reinforced concrete and steel,1,['1st ed.']
power sources and supplies: world class designs,Power Sources and Supplies: World Class Designs,1,['1st ed.']
power system analysis,Power System Analysis,1,['1st ed.']
power system engineering,Power System Engineering,1,['2nd ed.']
power system protection and switchgear,Power system protection and switchgear,1,['2nd ed.']
power system protection static relays:: with microprocessor application,Power system protection static relays:: with microprocessor application,1,['2nd ed.']
power system stability and control,Power system stability and control,1,['1st ed.']
power system transients : a statistical approach,Power System Transients : A Statistical Approach,1,['4th pri.']
power systems analysis,Power Systems Analysis,1,['1st ed.']
power systems engineering,Power Systems Engineering,1,['2nd']
power theft,Power Theft,1,['2nd ed.']
powerplant technology,Powerplant Technology,1,['2nd ed.']
practical biotechnology: methods and protocols,Practical biotechnology: methods and protocols,1,['1st ed.']
practical data science with r,Practical Data Science with R,1,['1st ed.']
practical english grammer,Practical English grammer,1,['4th ed.']
practical ethics,Practical Ethics,1,['3rd ed.']
practical finite element analysis,Practical finite element analysis,1,['1st ed.']
practical guide to networking with unix dos & wind,Practical Guide to Networking with Unix Dos & Wind,1,['1st']
practical inorganic chemistry,Practical inorganic chemistry,1,['']
practical low power digital vlsi,Practical Low Power Digital VLSI,1,['1st ed.']
practical malware analysis: the hands-on guide to dissecting malicious software,Practical Malware analysis: The hands-on guide to dissecting malicious software,1,['1st ed.']
practical object-oriented design with uml,Practical Object-oriented Design with UML,1,['2nd ed.']
practical organic chemistr,Practical organic chemistr,1,['']
practical physical chemistry,Practical physical chemistry,1,['']
practical tableau,Practical tableau,1,['1st ed.']
practical visual c++,Practical Visual C++,1,['1st ed.']
practical windows administrations scripting,Practical Windows Administrations Scripting,1,['1st ed.']
practicing econometrics,Practicing Econometrics,1,['1st ed.']
pradeep's new course chemistry,Pradeep's New Course Chemistry,1,['16th']
power station engineering and economy,Power Station Engineering and Economy,1,['1st']
power generation operation and control,Power generation operation and control,1,['2nd']
prepossessed concrete,Prepossessed Concrete,1,['7th rep.']
"power electronics:circuits,device & applications","Power Electronics:Circuits,Device & Applications",1,['3rd']
physics for engineers,Physics for engineers,1,['1st ed.']
physics in ancient india,Physics in ancient India,1,['1st ed.']
physics of waves and oscillation,Physics of waves and oscillation,1,['1st ed.']
physics: n,physics: n,1,['5th']
physics: textbook for class xi,Physics: Textbook for Class XI,1,['1st']
pinjar,Pinjar,1,['']
"pitch perfect: how to say it right the first time, every time","Pitch perfect: how to say it right the first time, every time",1,['1st ed.']
plain & reinforced concrete vol.2,Plain & Reinforced Concrete Vol.2,1,['8th rep.']
plain & reinforced concrete: code of practice,Plain & Reinforced Concrete: Code of Practice,1,['1st ed.']
plain & reinforced concrete: code of practice: is.456:2000,Plain & Reinforced Concrete: Code of Practice: IS.456:2000,1,['1st ed.']
plain and reinforced concrete,Plain and reinforced concrete,1,['8th rev. ed.']
plain and reinforced concrete vol.1,Plain and Reinforced Concrete Vol.1,1,['8th rev. ed.']
planning and promotion of productivity,Planning and Promotion of Productivity,1,['1st']
plant biotechnology : new products and application,Plant Biotechnology : New Products and Application,1,['1st ed.']
playing fields measurement manual,Playing fields Measurement Manual,1,['1st ed.']
policy evaluation with computable ......... model,Policy Evaluation with Computable ......... Model,1,['1st']
political economy of the world trading system,Political economy of the world trading system,1,['1st ed.']
pollution control in process industries,Pollution control in process industries,1,['1st ed.']
portrait of the artist as a young man,Portrait of the Artist As a Young Man,1,['2 nd imp.']
post-fordism : a reader,Post-Fordism : A Reader,1,['1st ed.']
"powder metallurgy: science, technology and materials","Powder Metallurgy: science, technology and materials",1,['1st ed.']
power electronics and motor control,Power Electronics and Motor Control,1,['2nd ed.']
power electronics for technology,Power Electronics for Technology,1,['1st ed.']
power electronics handbook: industrial electronics series,Power Electronics Handbook: Industrial Electronics Series,1,['1st ed.']
"power electronics: circuits, devices, and application","Power electronics: circuits, devices, and application",1,['2nd']
"power electronics: converters, application, and design","Power Electronics: Converters, Application, And Design",1,['3rd ed.']
power electronics:: converters application and design,Power Electronics:: Converters application and design,1,['3rd ed.']
pradeep's new course chemistry: class xi,Pradeep's New Course Chemistry: Class XI,1,['1st']
prespective in sociology,Prespective in Sociology,1,['5th ed.']
pro asp.net 2.0 in c,Pro ASP.NET 2.0 in C,1,['1st ed.']
principles of inorganic chemistry,Principles of inorganic chemistry,1,['']
principles of manufacturing materials & process,Principles of manufacturing Materials & process,1,['1st ed.']
principles of marketing 12th,Principles of Marketing 12th,1,['12th ed.']
principles of mathematical analysis,Principles of Mathematical Analysis,1,['3rd ed.']
principles of measuement...instrumentation,Principles of Measuement...Instrumentation,1,['2nd ed.']
principles of measurement & instrumentation,Principles of Measurement & Instrumentation,1,['2nd']
principles of measurement and instrumentation,Principles of Measurement and Instrumentation,1,['2nd']
principles of measurment systems,Principles of Measurment Systems,1,['3rd ed.']
principles of metal casting,Principles of metal casting,1,['2nd ed.']
principles of metallurgical thermodynamics,Principles of metallurgical thermodynamics,1,['1st ed.']
principles of micro economics,Principles of Micro Economics,1,['1st']
principles of mobile computing,Principles of Mobile Computing,1,['2nd ed.']
"principles of money, banking and financial markets","Principles of Money, Banking and Financial Markets",1,['10th ed.']
"principles of nanotechnology: materials, tools and process at nanoscale","Principles of Nanotechnology: materials, tools and process at nanoscale",1,['2nd ed.']
principles of networking and system admin.,Principles of Networking And System admin.,1,['2nd ed.']
principles of networking and systrm admin.,Principles of Networking And Systrm Admin.,1,['2nd ed.']
principles of operations research,Principles of Operations Research,1,['2nd ed.']
principles of optical .....and opto9electronics,Principles of Optical .....And Opto9Electronics,1,['1st ed.']
principles of polymer science,Principles of Polymer Science,1,['2nd ed.']
principles of polymerization,Principles of Polymerization,1,['4th ed.']
principles of real analysis,Principles of Real Analysis,1,['2nd ed.']
principles of refrigeration,Principles of Refrigeration,1,['1st ed.']
principles of vlsi,Principles of VLSI,1,['1st']
principles of wireless network,Principles of Wireless Network,1,['5th rp.']
principles of.......systems simulation,Principles of.......systems simulation,1,['1st ed.']
prinicples of wireless communication,Prinicples of Wireless Communication,1,['5th ed.']
priniples of communication systems,Priniples of Communication Systems,1,['2nd']
private initiative in higher education,Private Initiative in Higher Education,1,['1st']
principles of machine tools,Principles of Machine Tools,1,['2nd rep.']
principles of industrial instrumentation,Principles of industrial instrumentation,1,['3rd ed.']
prestressed concrete,Prestressed Concrete,1,['1st ed.']
principles of heat transfer,Principles of Heat Transfer,1,['6th ed.']
preventive maintenance,Preventive Maintenance,1,['8th']
pricing communication networks,Pricing Communication Networks,1,['1st ed.']
pricing: making profitable decisions,Pricing: Making Profitable Decisions,1,['3rd ed.']
pride and prejudice,Pride and Prejudice,1,['1st ed.']
princiles of electronics,Princiles of Electronics,1,['3rd re']
principle of communications: systems modulation & noise,Principle of Communications: Systems Modulation & Noise,1,['4th ed.']
principles and practices of accounting,Principles and Practices of Accounting,1,['11th ed.']
principles materials & process,Principles Materials & process,1,['21 rep.']
principles of  the  the theory  of  solids,Principles of  the  the theory  of  solids,1,['']
principles of active network synthesis and design,Principles of active network synthesis and design,1,['1st ed.']
principles of applied biomedical instrumentation,Principles of applied biomedical instrumentation,1,['1st ed.']
principles of communication engineering,Principles of Communication Engineering,1,['3rd ed.']
principles of communication system,Principles of Communication system,1,['2nd']
principles of communication systems simulation with wireless application,Principles of Communication Systems Simulation with Wireless Application,1,['1st ed.']
principles of communication systems simulation: with wireless applications,Principles of Communication Systems Simulation: with Wireless Applications,1,['1st ed.']
principles of compiler design:lost ( r no. 28880),Principles of Compiler Design:Lost ( R No. 28880),1,['1st']
principles of control systems,Principles of Control Systems,1,['1st ed.']
principles of design,Principles of Design,1,['1st ed.']
principles of digital audio,Principles of Digital Audio,1,['4th ed.']
principles of digital communications,Principles of Digital Communications,1,['1st ed.']
principles of electric machines & power electronics,Principles of electric machines & power electronics,1,['2nd ed.']
principles of electronics,Principles of Electronics,1,['3rd']
principles of electronics &communication: analog&digital,Principles of Electronics &Communication: Analog&Digital,1,['1st ed.']
principles of engineering thermodynamics,Principles of engineering thermodynamics,1,['1st ed.']
principles of genetics,Principles of Genetics,1,['8th ed.']
principles of geographical information systems: spatial information systems and geostatistics,Principles of Geographical Information Systems: spatial information systems and Geostatistics,1,['1st ed.']
principles of geotechnical engineering,Principles of Geotechnical Engineering,1,['1st ed.']
rabbit run,Rabbit run,1,['1st ed.']
radar sonar & navigation engineering,Radar Sonar & Navigation Engineering,1,['1st ed.']
radiation oncology :recent advances in,Radiation Oncology :Recent Advances in,1,['1st']
software engineering8177588249,Software Engineering8177588249,1,['7th']
software enigineering,Software Enigineering,1,['7th ed.']
software methods for software testing,Software Methods For Software Testing,1,['3rd ed.']
software project management : a unified framework,Software Project Management : A Unified Framework,1,['6th rep.']
software project management: a concise study,Software Project Management: A Concise Study,1,['4th']
"software reliability engineering: more reliable software, faster and cheaper","Software reliability engineering: more reliable software, faster and cheaper",1,['1st ed.']
software security,Software Security,1,['1st ed.']
software testing techniques,Software Testing Techniques,1,['2nd']
software testing: principles and practices,Software testing: principles and practices,1,['1st ed.']
soil mechanices,Soil Mechanices,1,['1st ed.']
soil mechanics & foundation engineering :: geotechnical engineering,Soil Mechanics & Foundation Engineering :: geotechnical Engineering,1,['1st ed.']
soil mechanics and foundation engineering,Soil Mechanics and Foundation Engineering,1,['1st ed.']
soil mechanics and foundations,Soil mechanics and foundations,1,['1st ed.']
solar energy : fundamentals and applications,Solar Energy : Fundamentals and Applications,1,['1st rev']
"solar energy: fundamentals, design, modelling and applications","Solar energy: fundamentals, design, modelling and applications",1,['1st ed.']
solar energy: principles of thermal collection and storage,Solar energy: principles of thermal collection and storage,1,['3rd ed.']
"solar photovoltaic technology and systems: a manual for technicians, trainers and engineers","Solar photovoltaic technology and systems: a manual for technicians, trainers and engineers",1,['1st ed.']
"solar photovoltaics: fundamentals, technologies and applications","Solar photovoltaics: fundamentals, technologies and applications",1,['2nd ed.']
solar terrestrial effects,Solar Terrestrial Effects,1,['1st']
solar thermal experiments,Solar thermal experiments,1,['1st']
solid and liquid waste management: waste to wealth,Solid and Liquid waste management: Waste to wealth,1,['1st ed.']
solid state electronics,Solid State Electronics,1,['1st rep.']
solid state electronics device,Solid state electronics device,1,['4th']
solid state engineering physics,Solid state engineering physics,1,['2nd ed.']
solid state physics: an introduction to solid state electronic devices,Solid State Physics: An Introduction to Solid State Electronic Devices,1,['1st ed.']
solid works 2015 for engineers and designers,Solid works 2015 for engineers and designers,1,['1st ed.']
solution to ---physics,Solution to ---physics,1,['1st ed.']
sound and the fury,Sound and the Fury,1,['1st ed.']
software engineering817808497x,Software Engineering817808497X,1,['6th. rep.']
software engineering-3rd,Software Engineering-3rd,1,['3rd']
special edition using microsoft sql servers 7.0,Special edition using Microsoft SQL servers 7.0,1,['1st ed.']
software engineering project management,Software engineering project management,1,['1st ed.']
silver linings play book,Silver linings play book,1,['1st ed.']
simplicity and meditation,Simplicity and meditation,1,['1st ed.']
simplified macro-monetrary theory,Simplified Macro-Monetrary Theory,1,['1st']
singals and system,Singals and System,1,['1st']
slow murder: the deadly story of vehicular pollution in india,Slow murder: the deadly story of vehicular pollution in India,1,['1st ed.']
small scale industries & enterpurnership,Small Scale Industries & Enterpurnership,1,['1st']
small scale industries & entrepreneurship,Small Scale Industries & Entrepreneurship,1,['1st']
"snmp,snmp v2,snmp v3, & rmon 1 & 2","SNMP,SNMP V2,SNMP V3, & RMON 1 & 2",1,['3rd']
social change in modern india,Social Change in Modern India,1,['1st']
social media marketing,Social media marketing,1,['1st ed.']
social psychology9780072413878,Social Psychology9780072413878,1,['6th']
social science of encyclopedia,Social Science of Encyclopedia,1,['1st']
society and environment,Society and Environment,1,['1st']
soft computing,Soft computing,1,['1st ed.']
soft computing and intelligent system design,Soft Computing and Intelligent System Design,1,['1st rep.']
soft computing methods in human science,Soft computing methods in human science,1,['1st ed.']
"soft computing systems: design, management and application","Soft computing systems: Design, management and application",1,['1st ed.']
soft computing with matlab programming,Soft computing with matlab programming,1,['1st ed.']
soft skills,Soft skills,1,['']
software architecture,Software Architecture,1,['1st']
software architecture in practice,Software Architecture in Practice,1,['2nd']
software developments for engineers,Software Developments for Engineers,1,['1st']
software engineering -7th,Software Engineering -7th,1,['7th ed.']
software engineering 8th,Software Engineering 8th,1,['8th ed.']
software engineering : an engineering aproach,Software Engineering : An Engineering Aproach,1,['1st']
software engineering : theory and practice,Software Engineering : Theory and Practice,1,['2nd']
software engineering fundamentals,Software Engineering Fundamentals,1,['1st']
speaking english effectively,Speaking English Effectively,1,['2nd ed.']
speech & audio signal processing: processing & perception of speech and music,Speech & Audio Signal Processing: Processing & Perception of Speech and music,1,['1st ed.']
radio - frequency & microwave circuits,Radio - Frequency & Microwave circuits,1,['1st ed.']
statistics and its application,Statistics and Its Application,1,['1st']
statistics for business & economics,Statistics for Business & Economics,1,['6th']
statistics for business and financial economics,Statistics for Business and Financial Economics,1,['2nd']
statistics for management,Statistics for Management,1,['7th']
statistics for research: with a guide to spss,Statistics for research: with a guide to SPSS,1,['1st ed.']
statistics(part a),Statistics(part a),1,['5th ed.']
statistics(part b),Statistics(part b),1,['5th']
statistics:principles and methods,Statistics:Principles and Methods,1,['4th']
steam table: with mollier diagram,Steam Table: with Mollier Diagram,1,['1st ed.']
steam table:with mollier digram,Steam Table:With Mollier Digram,1,['1st ed.']
steam tables : with mollier diagram,Steam Tables : With Mollier Diagram,1,['1st']
steel tables,Steel tables,1,['18']
stereochemistry conformation & mechanism,Stereochemistry conformation & mechanism,1,['']
stochastic processes,Stochastic processes,1,['3rd ed.']
stragegies for engineering communication,Stragegies for Engineering Communication,1,['1st']
straight to the point : microsoft office 2000,Straight to The Point : Microsoft Office 2000,1,['1st']
strategic management,Strategic Management,1,['1st']
strategies and games theory and practice,Strategies and Games Theory and Practice,1,['1st']
"strategy : process,content,context","Strategy : Process,Content,Context",1,['2nd']
strength of materials (mechanics of materials),Strength of Materials (Mechanics of Materials),1,['6th']
strength of materials and structural analysis,Strength of materials and structural analysis,1,['2nd ed.']
strength of materials: a practical approach,Strength of materials: a practical approach,1,['1st ed.']
structural analysis,Structural analysis,1,['1st ed.']
structural analysis - i,Structural Analysis - I,1,['4th ed.']
structural analysis -ii,Structural Analysis -II,1,['3rd ed.']
structural analysis vol.2,Structural Analysis Vol.2,1,['2nd']
structural analysis: a matrix approach,Structural analysis: a matrix approach,1,['1st ed.']
structural analysis: a unified approach,Structural analysis: a unified approach,1,['1st ed.']
statistics for business,Statistics for Business,1,['7th']
statistical techniques in business & economics,Statistical Techniques in Business & Economics,1,['7th']
spice,SPICE,1,['2']
statistical signal processing,Statistical Signal Processing,1,['1st ed.']
spice to circuits & electronics using pspice,Spice to circuits & electronics using pspice,1,['1st']
spoken english & effective communication,Spoken English & effective communication,1,['1st ed.']
spoken english practice book,Spoken English practice book,1,['1st ed.']
spotlight on modern transformer design,Spotlight on Modern Transformer Design,1,['1st ed.']
spread spectrum communication handbook,Spread Spectrum Communication Handbook,1,['1st']
spread spectrum communications handbook,Spread Spectrum Communications Handbook,1,['rev. ed']
spss explained,SPSS explained,1,['1st ed.']
"sql,pl/sql  the programming language of oracle 3","SQL,PL/SQL  The Programming Language of Oracle 3",1,['3rd']
"sql,pl/sql : the programming language of oracle","SQL,PL/SQL : The Programming Language of Oracle",1,['2nd rev']
squeak : object-oriented design with multimed.....,Squeak : Object-Oriented Design with Multimed.....,1,['1st']
squl pi/sql,SQUL PI/SQL,1,['3dr']
squl pi/squl : the pro language of oracle,SQUL PI/SQUL : The Pro language of oracle,1,['1st']
standard hand book --engineers,Standard hand book --engineers,1,['1st ed.']
standard handbook electronic engineering,Standard Handbook Electronic Engineering,1,['5th']
standard handbook for mechanical engineering,Standard Handbook for Mechanical Engineering,1,['10th']
standard handbook of video and tv engineering,Standard Handbook of Video and TV Engineering,1,['4th']
standard methods for the examination of water & wastewater,Standard methods for the examination of water & wastewater,1,['21st ed.']
"standard specifications and codeof practice for road bridges section ii loads and stresses: incorpoating all amendments and errata published upto december, 2013","Standard specifications and codeof practice for road bridges section II loads and stresses: incorpoating all amendments and errata published upto december, 2013",1,['1st ed.']
statistcs concepts and controversies,Statistcs concepts and Controversies,1,['5th']
statistic quality control,Statistic Quality Control,1,['1st']
statistical and thermal physics,Statistical and Thermal Physics,1,['1st ed.']
statistical data analysis: a practical guide with 1250 exercises and key on cd,Statistical data analysis: a practical guide with 1250 exercises and key on CD,1,['1st ed.']
statistical digital signal processing,Statistical Digital Signal Processing,1,['1st ed.']
statistical mechanics: algorithms and computations,Statistical mechanics: Algorithms and computations,1,['1st ed.']
"statistical methods for quality, reliability and maintainability","Statistical methods for quality, reliability and maintainability",1,['1st ed.']
statistical outline of india 1999-2000,Statistical outline of india 1999-2000,1,['1st ed.']
statistical physics: incuding applications to condensed matter,Statistical physics: Incuding applications to condensed matter,1,['1st ed.']
silence of desire,Silence of Desire,1,['1st ed.']
signals systems,Signals Systems,1,['8th']
signals and systems: continuous and discrete,Signals and systems: continuous and discrete,1,['1st ed.']
reinforced concrete limit state design,Reinforced Concrete Limit State Design,1,['6th ed.']
reliability engineering,Reliability Engineering,1,['3rd']
reliance review of energy markets,Reliance Review of Energy Markets,1,['1st ed.']
religion in india,Religion in India,1,['2 nd ed.']
remote sensing and image interpretation,Remote Sensing and Image Interpretation,1,['5th ed.']
remote sensing geology,Remote Sensing Geology,1,['1st ed.']
renewable energy sources & integrated circuits,Renewable Energy Sources & Integrated Circuits,1,['1st ed.']
renewal energy resources,Renewal Energy Resources,1,['1st ed.']
"renewal of priesthood,the","Renewal of Priesthood,The",1,['1st ed.']
renewal of the priesthood,Renewal of the priesthood,1,['1st ed.']
reniforcement learning algorithms with python,Reniforcement learning algorithms with python,1,['1st ed.']
research  methodology,Research  Methodology,1,['']
research methodology: methods & techniques,Research Methodology: Methods & Techniques,1,['2nd ed.']
research methods,Research Methods,1,['2nd']
resonance: english for engineers and technologists,Resonance: English for engineers and technologists,1,['1st ed.']
rethinking the east asian miracle,Rethinking the East Asian Miracle,1,['1st']
rf circuit design: theory and application,RF Circuit Design: Theory and Application,1,['2nd ed.']
right thinking,Right thinking,1,['1st ed.']
risk management for computer security,Risk management for computer security,1,['1st ed.']
risk management in banking -2nd,Risk Management in Banking -2nd,1,['2nd']
"rival states, rival firms","Rival States, Rival Firms",1,['1st ed.']
river sutra,River Sutra,1,['1st ed.']
rk narayan,RK Narayan,1,['']
robert frosts poems,Robert Frosts Poems,1,['']
robinson crusoe,Robinson Crusoe,1,['1st ed.']
robotics,ROBOTICS,1,['1st ed.']
robotics and control,Robotics and Control,1,['1st ed.']
robotics control and programming,Robotics control and programming,1,['']
reinforced concrete structures,Reinforced concrete structures,1,['1st ed.']
reinforced concrete design of tall buildings,Reinforced Concrete Design of Tall Buildings,1,['1st ed.']
signals and system,Signals and System,1,['1st']
reinforced concrete,Reinforced Concrete,1,['6 ed.']
radio frequency & microwave circuits,Radio Frequency & Microwave circuits,1,['1st ed.']
radio frequency electronics:: circuits and applications,Radio Frequency Electronics:: Circuits and Applications,1,['2nd ed.']
"radio frequency principles and applications: the generation, propagation, and reception of signals and noise","Radio Frequency Principles and Applications: The generation, propagation, and reception of signals and noise",1,['1st']
radio signal finding,Radio Signal Finding,1,['1st ed.']
radio system design for telecommunications,Radio system design for telecommunications,1,['2nd ed.']
railway engineering,Railway engineering,1,['1st ed.']
rainbow,Rainbow,1,['1st ed.']
raspberry pi cookbook,Raspberry Pi cookbook,1,['1st ed.']
rational unified process made easy,Rational Unified Process Made Easy,1,['1st ed.']
ravan and eddie,Ravan and Eddie,1,['1st ed.']
ravana: roar of the demon king,Ravana: roar of the demon king,1,['1st ed.']
ravindranath tagore: selected short stories,Ravindranath Tagore: selected short stories,1,['1st ed.']
reactive power management,Reactive Power Management,1,['1st ed.']
readings in international economics,Readings in International Economics,1,['2nd']
real -time systems,Real -Time Systems,1,['1st ed.']
real time computer control :an introduction,Real Time Computer Control :An Introduction,1,['2nd']
real time systems design and analysis,Real Time Systems Design and Analysis,1,['3rd ed.']
real-time computer control : an introduction,Real-Time Computer Control : An Introduction,1,['2nd']
real-time systems,Real-Time Systems,1,['1st ed.']
rebecca,Rebecca,1,['1st ed.']
recent advances in structural engineering,Recent advances in structural engineering,1,['1st ed.']
refrigerant tables & charts including ..,refrigerant Tables & Charts Including ..,1,['1st ed.']
refrigeration & air conditioning,Refrigeration & Air Conditioning,1,['2nd']
refrigeration air conditioning,Refrigeration Air Conditioning,1,['2nd']
refrigeration and air condition,Refrigeration and air condition,1,['1st ed.']
regulatory reforms : economic analysis & british e,Regulatory Reforms : Economic Analysis & British E,1,['5th']
reinforced  concrete design: s n sinha,Reinforced  concrete design: S N Sinha,1,['1st ed.']
robotics demystified,Robotics demystified,1,['1st ed.']
