book_id,_unique_key,title,author,editionstatement,publishercode,copyrightdate,itemcallnumber,quantity
2564,"financial markets and corporate strategy||grinblatt, m & titman, s||2nd||mcgraw-hill,inc||2001",Financial Markets and Corporate Strategy,"Grinblatt, M & Titman, S",2nd,"MCGRAW-HILL,INC",2001,658.15 GRI R,1
2565,"financial markets and corporate strategy||grinblatt, m and titman, s.||1st ed.||mc.graw hills||1998",Financial Markets and Corporate Strategy,"GRINBLATT, M AND TITMAN, S.",1st ed.,MC.GRAW HILLS,1998,658.15 GRI,8
2566,"financial markets and institution 4th||mishkin,f.s.||4th||pearson||2006",Financial Markets and Institution 4th,"Mishkin,F.S.",4th,Pearson,2006,332.10973 MIS,1
2567,"financial markets and institutions||mishkin, frederic s||2nd ed.||addison wesley||1998",Financial markets and institutions,"Mishkin, Frederic S",2nd ed.,Addison wesley,1998,332.10973 MIS,1
2568,financial modeling||benninga (simon)||5th pri.||mit press||1999,Financial Modeling,BENNINGA (SIMON),5th Pri.,MIT PRESS,1999,332.015118 BEN R,1
2569,financial planning and control||chakravarty (n.c)||1st||national productivity council||1983,Financial Planning and Control,CHAKRAVARTY (N.C),1st,NATIONAL PRODUCTIVITY COUNCIL,1983,331.118 CHA R,1
2570,financial reporting and analysis||revsine (l) and etc.||2nd||prentice-hall||2001,Financial Reporting and Analysis,REVSINE (L) AND ETC.,2nd,PRENTICE-HALL,2001,657.3 REV R,1
2571,"financial text,problems and cases||khan, m.y.||1st||tata mc graw hill||2004","Financial text,Problems and Cases","Khan, M.Y.",1st,Tata Mc Graw Hill,2004,658.15 KHA,4
2572,"financial theory & corporate policy||copeland, thomas||3rd ed.||addison wesely pub||1992",Financial theory & corporate policy,"COPELAND, THOMAS",3rd ed.,ADDISON WESELY PUB,1992,658.1 COP,1
2573,"fine balance||mistry, rohinton||1st ed.||faber and faber||2006",Fine Balance,"Mistry, Rohinton",1st ed.,Faber and Faber,2006,823 MIS,4
2574,"finite differences and numerical analysis||saxena, hc||15th||s.chand and co. ltd.||2000",Finite Differences and Numerical Analysis,"SAXENA, HC",15th,S.CHAND AND CO. LTD.,2000,515 SAX,5
2575,"finite element analysis for engineering and technology||chandrupatla, tirupathi r.||1st ed.||usp||2004",Finite element analysis for engineering and technology,"Chandrupatla, Tirupathi R.",1st ed.,USP,2004,620.00151 CHA,7
2576,"finite element analysis: procedures in engineering||lakshminarayana, h. v.||1st ed.||universities press||2013",Finite element analysis: procedures in engineering,"Lakshminarayana, H. V.",1st ed.,Universities press,2013,515.353028 LAK,10
2577,"finite element analysis||bhavikatti, s.s.||1st ed.||new age||2015",Finite element analysis,"Bhavikatti, S.S.",1st ed.,New age,2015,515.353028 BHA,31
2578,"finite element methods in engineering 4th||rao, s.s.||4th||elsevier press||2005",Finite Element Methods in Engineering 4th,"Rao, S.S.",4th,Elsevier Press,2005,620.00151 RAO,1
2579,"finite element methods in engineering||rao, s.s||4th||elsevier||2005",Finite Element Methods in Engineering,"RAO, S.S",4th,Elsevier,2005,620.00151 RAO,5
2580,"finite element method||logan, daryl l.||1st ed.||change learning india||2016",Finite element method,"Logan, Daryl L.",1st ed.,Change Learning India,2016,620.00151 LOG,3
2581,"finite element procedures||bathe, k.j.||1st ed.||prentice-hall||1996",Finite Element Procedures,"Bathe, K.J.",1st ed.,Prentice-hall,1996,620.00151 BAT,4
2582,"finite elements in engineering||chandrupatla,t.r. & belegundu, a.d.||3rd||phi||2008",Finite Elements in Engineering,"Chandrupatla,T.R. & Belegundu, A.D.",3rd,PHI,2008,620.00151 CHA,10
2583,"finite elements producers||bathe, k.j.||1st ed.||phi||2009",Finite Elements Producers,"Bathe, K.J.",1st ed.,PHI,2009,620.001 BAT,1
2584,"finite elements producers||bathe, k.j.||||phi||2009",Finite Elements Producers,"Bathe, K.J.",,PHI,2009,620.001 BAT,4
2585,"fire on the mountain||desai, anita||1st ed.||random house india||2008",Fire on the Mountain,"Desai, Anita",1st ed.,Random House India,2008,823 DES,1
2586,firewalls and internet security: repelling the wily hacker||cheswick william r||1st ed.||pearson||2006,Firewalls and internet security: repelling the wily hacker,Cheswick William R,1st ed.,Pearson,2006,005.8 CHE,1
2587,"firewalls: a complete guide||goncalvaves,m.||3rd||tata mc graw hill||2001",Firewalls: A Complete Guide,"Goncalvaves,M.",3rd,Tata Mc Graw Hill,2001,005.8 GON,2
2588,"firms market & economic change||robertson, p.l. & langlois, rn0||1st ed.||routledge||1995",Firms Market & Economic Change,"ROBERTSON, P.L. & LANGLOIS, RN0",1st ed.,ROUTLEDGE,1995,338.5 ROB,1
2589,"firms, contracts and financial structure||hart, oliver||1st||clarender press||1995","Firms, Contracts and Financial Structure","Hart, Oliver",1st,CLARENDER PRESS,1995,338.7 HAR R,1
2590,"first course in probability||sheldon, ross||1st ed.||pearson||2019",First course in probability,"Sheldon, Ross",1st ed.,Pearson,2019,519.2 ROS,6
2591,"fit furs goethe zertifikat a1: start deutsch 1||gerbes, johannes||1st ed.||goyal publisher||2010",Fit furs goethe zertifikat A1: start deutsch 1,"Gerbes, Johannes",1st ed.,Goyal publisher,2010,463 GER,1
2592,"five point someone: what not to do at iit||bhagat, chetan||1st ed.||rupa||2014",Five point Someone: what not to do at IIT,"Bhagat, Chetan",1st ed.,Rupa,2014,823 BHA,1
2593,"flight of pigeons||bond, ruskin||1st ed.||penguin books||2014",Flight of pigeons,"Bond, Ruskin",1st ed.,Penguin Books,2014,823 BON,1
2594,"flight stability & automatic control||nelson, r.c.||2nd||tata mcgraw hill||2007",Flight Stability & Automatic Control,"Nelson, R.C.",2nd,Tata McGraw Hill,2007,629.1326 NEL,1
2595,"flow in open channels||subramanya, k.||1st ed.||mc graw||2015",Flow in open channels,"Subramanya, K.",1st ed.,Mc Graw,2015,627.43 SUB,10
2596,"fluid dyanamics||hughes, w,f||3rd||mc.graw hills||1999",Fluid Dyanamics,"HUGHES, W,F",3rd,MC.GRAW HILLS,1999,620.1064 HUG,5
2597,"fluid machanics: with problem and solutions, and an aerodynamic laboratory||krause, egon||1st ed.||springer||2005","Fluid Machanics: with problem and solutions, and an Aerodynamic Laboratory","Krause, Egon",1st ed.,Springer,2005,620.106 KRA,1
2598,"fluid mechanics & fluid power engineering||kumar, d.s.||6th ed||s.k. kataria & sons||2008",Fluid Mechanics & Fluid Power Engineering,"Kumar, D.S.",6th ed,S.K. Kataria & Sons,2008,620.106 KUM,15
2599,"fluid mechanics & fluid power engineering||kumar,d.s.||1st||s.k kataria||2001",Fluid Mechanics & Fluid Power Engineering,"Kumar,D.S.",1st,S.K Kataria,2001,620.106 KUM,10
2600,"fluid mechanics & hydraulic machines||bansal, r.k.||9th||laxmi pub||2008",Fluid Mechanics & Hydraulic Machines,"Bansal, R.K.",9th,Laxmi Pub,2008,620.106 BAN,18
2601,"fluid mechanics and fluid power engineering||kumar , d.s.||1st||s.k. kataria & sons||2007",Fluid Mechanics and Fluid Power Engineering,"Kumar , D.S.",1st,S.K. Kataria & Sons,2007,620.106 KUM,1
2602,"fluid mechanics and fluid power engineering||kumar, d.s.||rep.2007||s.k. kataria & sons||2007",Fluid Mechanics and Fluid Power Engineering,"Kumar, D.S.",Rep.2007,S.K. Kataria & Sons,2007,620.106 KUM,1
2603,"fluid mechanics and fluid power engineering||kumar, d.s.||rep.||s.k. kataria & sons||2007",Fluid Mechanics and Fluid Power Engineering,"Kumar, D.S.",Rep.,S.K. Kataria & Sons,2007,620.106 KUM,2
2604,fluid mechanics and hydraulic machines||bansal (rk)||1st ed.||laxmi pub. pvt. ltd.||2010,Fluid Mechanics and Hydraulic Machines,Bansal (RK),1st ed.,Laxmi Pub. Pvt. Ltd.,2010,620.106 BAN,45
2605,fluid mechanics and hydraulic machines||bansal r.k.||9 rev. ed.||laxmi pub. pvt. ltd.||2008,Fluid Mechanics and Hydraulic Machines,Bansal R.K.,9 rev. ed.,Laxmi Pub. Pvt. Ltd.,2008,620.106 BAN,5
2606,"fluid mechanics and hydraulic machines||pati,sukumar||1st ed.||mc graw hill education||2017",Fluid mechanics and hydraulic machines,"Pati,Sukumar",1st ed.,Mc Graw Hill Education,2017,620.106 PAT,10
2607,fluid mechanics and hydraulics||jagdish lal||4th||metropolitian book||2000,Fluid mechanics and hydraulics,JAGDISH LAL,4th,METROPOLITIAN BOOK,2000,620.106 JAG,5
2608,"fluid mechanics and machinary||ojha, c.s.p.||1st ed.||oxford university press||2014",Fluid mechanics and machinary,"Ojha, C.S.P.",1st ed.,Oxford University Press,2014,620.106 OJH,1
2609,"fluid mechanics and machinery||khan, kaleem||1st ed.||oxford||2015",Fluid mechanics and machinery,"Khan, Kaleem",1st ed.,Oxford,2015,620.106 KHA,10
2610,"fluid mechanics and thermodynamics of turbomachinery||dixon, s. l.||6th ed.||elsevier||2010",Fluid Mechanics and Thermodynamics of Turbomachinery,"Dixon, S. L.",6th ed.,Elsevier,2010,620.106 DIX,1
2611,"fluid mechanics through problems||garde, r. j.||2nd||new age inter.||1997",Fluid Mechanics through problems,"Garde, R. J. ",2nd,NEW AGE INTER.,1997,620.106 GAR,10
2612,"fluid mechanics---engineering||kumar, d.s||6th ed.||s.k kataria||1998",Fluid mechanics---engineering,"KUMAR, D.S",6th ed.,S.K KATARIA,1998,620.106 KUM,5
2613,"fluid mechanics--applications||daugherty, r l||1st ed.||tata mc graw hill||1989",Fluid mechanics--applications,"DAUGHERTY, R L",1st ed.,TATA MC GRAW HILL,1989,620.106 DAU,1
2614,"fluid mechanics: fundamentals and applications||cengel, yunus a.||1st ed.||tata mcgraw hill||2010",Fluid Mechanics: Fundamentals and Applications,"Cengel, Yunus A.",1st ed.,Tata McGraw Hill,2010,620.106 CEN,64
2615,"fluid mechanics: fundamentals and applications||cengel, yunus a.||2nd ed.||tata mcgraw hill||2012",Fluid Mechanics: fundamentals and applications,"Cengel, Yunus A.",2nd ed.,Tata McGraw Hill,2012,620.106 CEN,15
2616,"fluid mechanics: fundamentals of applications||cengel, y. a.and cimbla j.m||1st ed.||tata mcgraw hill||2006",Fluid Mechanics: Fundamentals of Applications,"Cengel, Y. A.and Cimbla J.M",1st ed.,Tata McGraw Hill,2006,620.106 CEN,2
2617,"fluid mechanics: fundamentals of applications||cengel, y. a.and cimbla j.m||||tata mcgraw hill||2006",Fluid Mechanics: Fundamentals of Applications,"Cengel, Y. A.and Cimbla J.M",,Tata McGraw Hill,2006,620.106 CEN,1
2618,"fluid mechanics: fundamentals of applications||cengel, y.a. and cimbla, j.m.||2ed.||tata mcgraw hill||2010",Fluid Mechanics: Fundamentals of Applications,"Cengel, Y.A. and Cimbla, J.M.",2ed.,Tata McGraw Hill,2010,620.106 CEN,4
2619,"fluid mechanics: fundamentals of applications||cengel,y.a. and cimbla, j.m.||2th ed||tata mcgraw hill||2011",Fluid Mechanics: Fundamentals of Applications,"Cengel,Y.A. and Cimbla, J.M.",2th ed,Tata McGraw Hill,2011,620.106 CEN,6
2620,"fluid mechanics: problems & solutions||spurk, joseph h||1st ed.||springer||2008",Fluid Mechanics: Problems & solutions,"Spurk, Joseph H",1st ed.,Springer,2008,621.2 SPU,3
2621,"fluid mechanics: problems & solutions||spurk, joseph h||||springer||2008",Fluid Mechanics: Problems & solutions,"Spurk, Joseph H",,Springer,2008,621.2 SPU,1
2622,"fluid mechanics||cengel, y.a. and cimbola, j.m||3rd||tata mcgraw hill||2008",Fluid Mechanics,"Cengel, Y.A. and Cimbola, J.M",3rd,Tata McGraw Hill,2008,620..106 CEN,5
2623,fluid mechanics||douglas j.f. and others.||4th ed.||pearson edu||2006,Fluid Mechanics,Douglas J.F. and others.,4th ed.,Pearson edu,2006,620.106 DOU,1
2624,fluid mechanics||douglas j.f.||4th||pearson edu||2006,Fluid Mechanics,Douglas J.F.,4th,Pearson edu,2006,620.106 DOU,4
2625,"fluid mechanics||kundu, pijush k.||4th ed.||academic press||2008",Fluid Mechanics,"Kundu, Pijush K.",4th ed.,Academic Press,2008,620.106 KUN,1
2626,fluid mechanics||mohanty (a.k)||2nd||prentice hall of india||2004,Fluid Mechanics,MOHANTY (A.K),2nd,PRENTICE HALL OF INDIA,2004,620.106 MOH 30,15
2627,fluid mechanics||mohanty a.k||2nd ed.||prantice hall of india||1994,Fluid Mechanics,Mohanty A.K,2nd ed.,PRANTICE HALL OF INDIA,1994,620.106 MOH,10
2628,"fluid mechanics||mohanty, a.k||2nd||prentice-hall||2002",Fluid Mechanics,"Mohanty, A.K",2nd,Prentice-hall,2002,620.106 MOH,10
2629,"fluid mechanics||potter, marle c.||1st ed.||cengage learning||2010",Fluid Mechanics,"Potter, Marle C.",1st ed.,Cengage Learning,2010,620.106 POT,10
2630,"fluid mechanics||rathakrishnan, e.||2nd||phi||2007",Fluid Mechanics,"Rathakrishnan, E.",2nd,PHI,2007,620.106 RAT,2
2631,"fluid mechanics||streeter, victor l.||1st ed.||mgh||1983",Fluid Mechanics,"Streeter, Victor L.",1st ed.,MGH,1983,620.105 STR,1
2632,"fluid mechanics||streeter, victor l.||||mgh||1983",Fluid Mechanics,"Streeter, Victor L.",,MGH,1983,620.105 STR,1
2633,fluid mechanics||white (frank m)||6th||tata mc graw hill||2008,Fluid Mechanics,WHITE (FRANK M),6th,Tata Mc Graw Hill,2008,620.106 WHI;7,1
2634,"fluid mechanics||white, f.m.||6th||tata mcgraw hill||2008",Fluid Mechanics,"White, F.M.",6th,Tata McGraw Hill,2008,620.106 WHI,4
2635,"fluid mechanics||white, frank m.||1st ed.||mcgraw-hill,inc||2017",Fluid Mechanics,"White, Frank M.",1st ed.,"MCGRAW-HILL,INC",2017,620.106 WHI,2
2636,"fluid mechanics||white, frank m.||6th||tata mcgraw hill||2009",Fluid Mechanics,"White, Frank M.",6th,Tata Mcgraw Hill,2009,620.106 WHI,4
2637,"fluid power with applications||esposito,a.||6th ed.||prentice hall||2005",Fluid Power with Applications,"Esposito,A.",6th ed.,Prentice hall,2005,620.106 ESP,1
2638,"follow every rainbow: the inspiring stories of 25 women entrepreneurs whose gentle touch created strong business||bansal, rashmi||1st ed.||westland||2013",Follow every rainbow: the inspiring stories of 25 women entrepreneurs whose gentle touch created strong business,"Bansal, Rashmi",1st ed.,Westland,2013,823.914 BAN,1
2639,"food chemistry||chopra, h.k.||1st ed.||narosa||2015",Food chemistry,"Chopra, H.K.",1st ed.,Narosa,2015,664.0286 CHO,1
2640,"foundation analysis and design||bowles, joseph e.||1st ed.||mcgraw hill||2016",Foundation analysis and design,"Bowles, Joseph E.",1st ed.,McGraw Hill,2016,624.15 BOW,1
2641,"foundation engineering||varghese, p.c.||1st ed.||phi learning||2009",Foundation Engineering,"Varghese, P.C.",1st ed.,PHI Learning,2009,624.15 VAR,1
2642,"foundation engineering||varghese, p.c.||||phi learning||2009",Foundation Engineering,"Varghese, P.C.",,PHI Learning,2009,624.15 VAR,1
2643,foundation fo computing||sinha (p.k) and sinha (p)||1st||bpb publication||2003,Foundation fo Computing,SINHA (P.K) AND SINHA (P),1st,BPB PUBLICATION,2003,004.2 SIN; 1,5
2644,"foundation mathematics||booth, dexter||3rd||prentice-hall||1998",Foundation Mathematics,"Booth, Dexter",3rd,PRENTICE-HALL,1998,510 BOO 3,1
2645,foundation of computing||sinha (p.k) and sinha (p)||1st||bpb publication||2003,Foundation of Computing,SINHA (P.K) AND SINHA (P),1st,BPB PUBLICATION,2003,004.2 SIN;R,1
2646,"foundation of corporate success||kay, john||1st||oxford univ.press||1995",Foundation of Corporate Success,"Kay, John",1st,OXFORD UNIV.PRESS,1995,658.4012 KAY,1
2647,"foundation of electromagnetic theory||reitz, john r.& etc||3rd ed.||narosa pub||1998",Foundation of Electromagnetic Theory,"Reitz, John R.& ETC",3rd ed.,NAROSA PUB,1998,530.141 REI,10
2648,"foundations for microwave  engineering||collin, robert e||1st ed.||wiley||2014",Foundations for microwave  engineering,"Collin, Robert E",1st ed.,Wiley,2014,61.3813 COL,5
2649,"foundations for microwave engineering||collin, robert e.||2nd||wiley india||2009",Foundations for microwave engineering,"Collin, Robert E.",2nd,Wiley India,2009,621.3813 COL,1
2650,"foundations for microwave engineering||collin, robert e.||||wiley india||2009",Foundations for microwave engineering,"Collin, Robert E.",,Wiley India,2009,621.3813 COL,2
2651,"foundations of complex analysis||ponnusamy, s.||1st ed.||narosa||2015",Foundations of complex analysis,"Ponnusamy, S.",1st ed.,Narosa,2015,515.9 PON,2
2652,"foundations of computing||siinha, p.k. and sinha, p.||1st ed.||bpb pub||2006",Foundations of Computing,"SIinha, P.K. and Sinha, P.",1st ed.,BPB Pub,2006,004.2 SIN,2
2653,"foundations of computing||siinha, p.k. and sinha, p.||1st||bpb pub||2006",Foundations of Computing,"SIinha, P.K. and Sinha, P.",1st,BPB Pub,2006,004.2 SIN,2
2654,foundations of computing||sinha p.k & sinha p||1st||bpb publication||2003,Foundations of Computing,Sinha P.K & Sinha P,1st,BPB PUBLICATION,2003,004.2 SIN D(R),10
2655,"foundations of computing||sinha, p.k.||1st||bpb pub||2005",Foundations of Computing,"Sinha, P.K.",1st,BPB PUB,2005,004.2 SIN,5
2656,"foundations of corporate success||kay, john||1st||oxford univ.press||1998",Foundations of corporate Success,"KAY, JOHN",1st,OXFORD UNIV.PRESS,1998,658.4012 KAY,1
2657,"foundations of corporate success||kay, john||||oxford univ.press||1998",Foundations of corporate Success,"KAY, JOHN",,OXFORD UNIV.PRESS,1998,658.4012 KAY,1
2658,"foundations of fluid dynamics||gallvotti, g.||1st ed.||springer||2010",Foundations of fluid dynamics,"Gallvotti, G.",1st ed.,Springer,2010,620.106 GAL,1
2659,"foundations of robotics analysis and control||yoshikawa, tsuneo||1st ed.||phi||2009",Foundations of robotics analysis and control,"Yoshikawa, Tsuneo",1st ed.,PHI,2009,629.892 YOS,1
2660,"foundations of robotics analysis and control||yoshikawa, tsuneo||||phi||2009",Foundations of robotics analysis and control,"Yoshikawa, Tsuneo",,PHI,2009,629.892 YOS,3
2661,"foundations of soft case -based reasoning||pal, sankar k.||1st ed.||john wiley||2004",Foundations of soft case -based reasoning,"Pal, Sankar K.",1st ed.,John Wiley,2004,006.3 PAL,1
2662,"foundry technology||sinha, kp & goel db||6th||standard pub.dist.||1999",Foundry technology,"SINHA, KP & GOEL DB",6th,STANDARD PUB.DIST.,1999,671.2 SIN,2
2663,"fountainhead||rand, ayu||1st ed.||a signet book||1993",Fountainhead,"Rand, Ayu",1st ed.,A Signet Book,1993,823 RAN,1
2664,"fourier transforms & its applications||bracewell, p.n.||1st ed.||tata mcgraw hill||2006",Fourier Transforms & ITS Applications,"Bracewell, P.N.",1st ed.,Tata McGraw Hill,2006,515.723 BRA,5
2665,"frankenstein||shelley, mark||1st ed.||penguin books||2003",Frankenstein,"Shelley, Mark",1st ed.,Penguin Books,2003,823 SHE,1
2666,from post industrial to post - modern society: new theories of the contemporary world||krishan kumar||2nd ed.||blackwell publishing||2006,From post industrial to post - modern society: New theories of the contemporary world,Krishan kumar,2nd ed.,Blackwell Publishing,2006,1.42,1
2667,"from sunlight to electricity: a practical handbook on solar photovoltaic applications||deambi, suneel||1st ed.||teri||2015",From sunlight to electricity: a practical handbook on solar photovoltaic applications,"Deambi, Suneel",1st ed.,TERI,2015,621.47 DEA,1
2668,from waste to profits||chandak (s.p) and etc.||1st||national productivity council||1995,From Waste to Profits,CHANDAK (S.P) AND ETC.,1st,NATIONAL PRODUCTIVITY COUNCIL,1995,330 CHA R.1,3
2669,frontier of electronic commerce||kalakota (ravi) and whinston (a.b)||11th pri.||pearson edu. asia||2003,Frontier of Electronic Commerce,KALAKOTA (RAVI) AND WHINSTON (A.B),11th Pri.,PEARSON EDU. ASIA,2003,004.6 KAL R,2
2670,"frontier of electronic commerce||kalakota, ravi & whinston, a.b||1st||pearson education||2006",Frontier of Electronic Commerce,"Kalakota, RAVI & Whinston, A.B",1st,Pearson education,2006,004.6 KAL,2
2671,"frontier of electronic commerce||kalakota,r.||1st||pearson||2006",Frontier of Electronic Commerce,"Kalakota,R.",1st,Pearson,2006,004.6 KAL,2
2672,"frontiers in materials science||raj, b & rao , b.s.||1st||university press||2005",Frontiers in Materials Science,"Raj, B & Rao , B.S.",1st,University Press,2005,620.11 RAJ,1
2673,"fuel & combustion||sarkar, samir||3rd ed.||university press||2009",Fuel & combustion,"Sarkar, Samir",3rd ed.,University Press,2009,621.4023 SAR,3
2674,"fuel cells: priciples and applications||viswanathan, b||1st ed.||universities press||2013",Fuel cells: priciples and applications,"Viswanathan, B",1st ed.,Universities press,2013,621.312429 VIS,1
2675,"fuels and combustion||sarkar, samir||3rd ed.||universities press||2009",Fuels and combustion,"Sarkar, Samir",3rd ed.,Universities Press,2009,621.4023 SAR,1
2676,"functional alaysis||rudin, walter||1st ed.||mgh||2013",Functional Alaysis,"Rudin, Walter",1st ed.,MGH,2013,515.9 RUD,1
2677,"functional analysis||jain, pawan k.||2nd ed.||new age international ltd.||2010",Functional Analysis,"Jain, Pawan K.",2nd ed.,New Age International Ltd.,2010,515.9 JAI,1
2678,"functional analysis||limaye, balmohan v.||2nd ed.||new age intl.pub.||2009",Functional Analysis,"Limaye, Balmohan V.",2nd ed.,New Age Intl.Pub.,2009,515.7 LIM,5
2679,"functions of complex variables||goyal, j .k. & gupta k.p.||1st ed.||pragati pub.||2000",Functions of Complex Variables,"GOYAL, J .K. & GUPTA K.P.",1st ed.,PRAGATI PUB.,2000,515.9 GOY,9
2680,fundamantal of renewable eneg.||mukherjee(d)chakrabarti (s)||1st||new age inter.||2004,Fundamantal of Renewable Eneg.,MUKHERJEE(D)CHAKRABARTI (S),1st,NEW AGE INTER.,2004,621.042 MUK R,4
2681,"fundamental concepts of bioinformatics||krane, dan e.||1st ed.||pearson||2003",Fundamental concepts of bioinformatics,"Krane, Dan E.",1st ed.,Pearson,2003,576.5 KRA,1
2682,fundamental of applied statistics||gupta & kapoor||3rd.rep.||sultan chand||2001,Fundamental of Applied Statistics,Gupta & Kapoor,3rd.Rep.,SULTAN CHAND,2001,519.5 GUP,10
2683,"fundamental of artificial neural network||hassoun,m.h.||1st||prentice hall||1995",Fundamental of Artificial Neural Network,"Hassoun,M.H.",1st,Prentice hall,1995,006.325 HOS,2
2684,fundamental of business economics||dhingra (i.c)||1st||sultan chand||2003,Fundamental of Business Economics,DHINGRA (I.C),1st,SULTAN CHAND,2003,658.11033 DHI R,10
2685,"fundamental of computer algorithms||horowitz, e. and others||2nd||universities press||2007",Fundamental of Computer Algorithms,"Horowitz, E. and others",2nd,Universities Press,2007,005.1 HOR,6
2686,fundamental of computer algorithms||horowitz||1st||galgotia||2005,Fundamental of Computer Algorithms,Horowitz,1st,Galgotia,2005,005.1 HOR,4
2687,fundamental of computers||morley  deborah and  parker ch||1st ed.||congeal learning||2014,Fundamental of computers,Morley  Deborah and  Parker Ch,1st ed.,Congeal learning,2014,004.2 MOR,43
2688,fundamental of digital circuites||kumar (a.anand)||3rd prr.||phi||2002,Fundamental of Digital Circuites,KUMAR (A.ANAND),3rd Prr.,PHI,2002,621.3815 KUM,1
2689,"fundamental of digital image processing||jain,a.k.||1st||pearson||1989",Fundamental of Digital Image Processing,"Jain,A.K.",1st,Pearson,1989,006.42 JAI,2
2690,"fundamental of digital image processing||jain,a.||1st ed.||phi learing||2009",Fundamental of digital image processing,"Jain,A.",1st ed.,Phi Learing,2009,006.42 JAI,29
2691,"fundamental of digital logic design with vhdl||brown, s. and varnesic, z.||2nd||tata mcgraw hill||2007",Fundamental of Digital Logic Design With VHDL,"Brown, S. and Varnesic, Z.",2nd,Tata McGraw Hill,2007,621.395 BRO,5
2692,"fundamental of digital signal processing: using matlab||schilling, r.j. and harris, s.l.||1st ed.||thomas pub||2007",Fundamental of Digital Signal Processing: Using Matlab,"Schilling, R.J. and Harris, S.L.",1st ed.,Thomas Pub,2007,621.3822 SCH,3
2693,"fundamental of electrical driver||duby, a.k.||2nd ed.||narosa,||2009",Fundamental of electrical Driver,"Duby, A.K.",2nd ed.,"Narosa,",2009,621.39 DUB,1
2694,"fundamental of electromagnetic theory||dash, saroj k. and khuntia, s. r.||1st ed.||phi learning||2010",Fundamental of electromagnetic theory,"Dash, Saroj K. and Khuntia, S. R.",1st ed.,PHI Learning,2010,537 DAS,1
2695,"fundamental of electromagnetic theory||dash, saroj k. and khuntia, s. r.||||phi learning||2010",Fundamental of electromagnetic theory,"Dash, Saroj K. and Khuntia, S. R.",,PHI Learning,2010,537 DAS,4
2696,"fundamental of engineering physics vol. 1||singh, devraj||1st ed.||dhanpat rai||2009",Fundamental of engineering physics Vol. 1,"Singh, Devraj",1st ed.,Dhanpat Rai,2009,621 SIN,62
2697,fundamental of information technology||leon (alexic) & leon||1st||leon vikas||1999,Fundamental of Information Technology,LEON (ALEXIC) & LEON,1st,LEON VIKAS,1999,004 LEO 15,3
2698,"fundamental of metal cutting & machine tools||juneja,h.||2nd||new age international||2003",Fundamental of Metal Cutting & Machine Tools,"Juneja,H.",2nd,New age international,2003,621.902 JUN,2
2699,fundamental of physics||halliday||6th  ed.||john wiley||2004,Fundamental of physics,Halliday,6th  ed.,John wiley,2004,530 HAL,2
2700,fundamental of satellite communication||rao||1st||prinitice hall||2004,Fundamental of Satellite Communication,RAO,1st,Prinitice Hall,2004,621.3825 RAO,1
2701,"fundamental of semiconductor fabrication||may, gary s. and sze, simon m.||1st ed.||john wiley & sons||2006",Fundamental of Semiconductor Fabrication,"May, Gary S. and Sze, Simon M.",1st ed.,John Wiley & Sons,2006,621.381522 MAY,1
2702,"fundamental of semiconductor fabrication||may, gary s. and sze, simon m.||||john wiley & sons||2006",Fundamental of Semiconductor Fabrication,"May, Gary S. and Sze, Simon M.",,John Wiley & Sons,2006,621.381522 MAY,3
2703,"fundamental of signals &system||robert, m.j.||1st ed.||tata mcgraw hill||2007",Fundamental of Signals &System,"Robert, M.J.",1st ed.,Tata McGraw Hill,2007,621.3822 ROB,1
2704,"fundamental of signals &system||robert, m.j.||||tata mcgraw hill||2007",Fundamental of Signals &System,"Robert, M.J.",,Tata McGraw Hill,2007,621.3822 ROB,4
2705,"fundamental of software engineering||mall, rajib||1st ed.||phi||2009",Fundamental of software engineering,"Mall, Rajib",1st ed.,PHI,2009,5.1 MAL,28
2706,"fundamental of statistics||elhance, d.m.||15th||kitab mahal||2005",Fundamental of Statistics,"Elhance, D.M.",15th,Kitab Mahal,2005,519.5 ELH,8
2707,"fundamental of the internet & the world wilde web||greenlaw,r.||1st||tata mc graw hill||2005",Fundamental of the Internet & the World Wilde Web,"Greenlaw,R.",1st,Tata Mc Graw Hill,2005,004.678 GRE,3
2708,"fundamental of the internet & the world wilde web||greenlaw,r.||2nd||tata mc graw hill||2005",Fundamental of the Internet & the World Wilde Web,"Greenlaw,R.",2nd,Tata Mc Graw Hill,2005,004.678 GRE,4
2709,fundamental of--sensor systems||pal(bishnu p)||1st ed.||new age inter.||1997,Fundamental of--sensor systems,PAL(BISHNU P),1st ed.,NEW AGE INTER.,1997,621.3692 PAL 2,1
2710,fundamental of--sensor systems||pal(bishnu p)||||new age inter.||1997,Fundamental of--sensor systems,PAL(BISHNU P),,NEW AGE INTER.,1997,621.3692 PAL 2,4
2711,fundamental physics xii||gomber (k.l) and gogia (k.l)||7th||pradeep publication||2003,Fundamental Physics XII,GOMBER (K.L) AND GOGIA (K.L),7th,PRADEEP PUBLICATION,2003,530 GOM R,1
2712,fundamental physics xi||gomber (k.l) and gogia (k.l)||12th||pradeep publication||2003,Fundamental Physics XI,GOMBER (K.L) AND GOGIA (K.L),12th,PRADEEP PUBLICATION,2003,530 GOM R,1
2713,"fundamental statistics||elhance, d.n.||15th||kitab mahal||2005",Fundamental Statistics,"Elhance, D.N.",15th,Kitab mahal,2005,519.5 ELH,10
